val_loss,val_acc,val_f1_m,val_precision_m,val_recall_m,loss,acc,f1_m,precision_m,recall_m,lr
0.6311006636942847,0.7336912003614134,0.2500551789999008,0.33334274842577466,0.20073337221549728,0.6849427681611561,0.5803753017746381,0.33674215028518545,0.2751695710792396,0.5003428085402455,0.0010000000474974513
0.6864128840171685,0.6691625532457384,0.3696356915821463,0.32085919253906964,0.4371381109043703,0.5870356239778914,0.7635453704104331,0.45256455797348577,0.44856728968354515,0.4600231453489609,0.0010000000474974513
0.5417426036576093,0.7837135458396653,0.515776137174186,0.5131767654823045,0.5196805000305176,0.518339771344793,0.8057341296781985,0.5365870844155016,0.5460849825562273,0.5306494103889238,0.0010000000474974513
0.46134902461100435,0.8256091091592433,0.5283414554797997,0.6623492261110726,0.44178633770700226,0.4624824612324176,0.8326104389727313,0.6027092262855333,0.6077990247543552,0.5995713699393977,0.0010000000474974513
0.467291869854523,0.8110732799869472,0.5887492491027057,0.5701022228952182,0.6109385000447095,0.41709015910484654,0.8518331480010425,0.6473950951717987,0.6534814598470156,0.6433305115041625,0.0010000000474974513
0.37735448903956653,0.8616853336156425,0.6840603755692304,0.6932617456226026,0.6761449029890158,0.38513475233304556,0.863251946663809,0.6712664925427174,0.6847904483134492,0.660196003608539,0.0010000000474974513
0.38110128651231023,0.8519129874342579,0.6327067421654523,0.7036021917553271,0.5768253040515771,0.35274936677053736,0.8759681201170989,0.700200205934546,0.7176219791707885,0.6851580514366767,0.0010000000474974513
0.42822532330529167,0.8187679971678782,0.49489553954641696,0.6481503450264365,0.40225371617381855,0.33051335196583653,0.8829655759605098,0.715068816268531,0.7384215991625188,0.6946305043664134,0.0010000000474974513
0.3531436980780909,0.8586832840563887,0.6501592953326338,0.7208212533239591,0.5937718759148808,0.3089541088253279,0.8904472794766923,0.7314316595557833,0.760410819333677,0.7060023553338206,0.0010000000474974513
0.381486340599545,0.8471265879728026,0.549132204661935,0.7886977448301801,0.4240205808211181,0.2902264379474131,0.8969885521007834,0.7472432603801253,0.7777083844005784,0.7203266221953293,0.0010000000474974513
0.31295470312490303,0.8776640275777396,0.6731653870162317,0.8252767960904008,0.5697167298551333,0.2739593084473917,0.9020583989925549,0.759430214673696,0.7906640368181899,0.7318134972332484,0.0010000000474974513
0.33684000120324603,0.863596871747809,0.6447727508464102,0.7633958398285559,0.5595883009797435,0.25742181214023757,0.9082686140905886,0.7745742953290351,0.8069562587662098,0.7457890230136434,0.0010000000474974513
