model_type,specific_name,loss,sparse_iou_0,sparse_iou_1,sparse_iou_2,sparse_iou_3,sparse_iou_4,sparse_iou_5,sparse_mean_iou,prediction_0,recall_0,f1-score_0,support_0,prediction_1,recall_1,f1-score_1,support_1,prediction_2,recall_2,f1-score_2,support_2,prediction_3,recall_3,f1-score_3,support_3,prediction_4,recall_4,f1-score_4,support_4,prediction_5,recall_5,f1-score_5,support_5,macro avg precision,macro avg recall,macro avg f1-score,weighted avg precision,weighted avg recall,weighted avg f1-score,weighted avg precision ignoring bg,weighted avg recall ignoring bg,weighted avg f1-score ignoring bg,micro avg precision,micro avg recall,micro avg f1-score
hrnet,hrnetMulti,0.42018161505615154,0.8952830634586552,0.20736417012202307,0.03248313419072083,0.7648531078056968,0.4453631615546083,0.15935693262627473,0.4174505915357659,0.9270560493382115,0.9630006422278721,0.9446865534538041,12342971,0.4009993510707333,0.37452119664474004,0.38730825961783544,247492,0.31390388688363213,0.03731070746036867,0.0666941310685765,282037,0.8797418812282453,0.8552982416077893,0.8673478776425442,1961849,0.6953347020246934,0.5580454610009316,0.6191710795942799,830866,0.26976855674221645,0.2787574391963948,0.27418934602903905,145345,0.581134071214622,0.5111556146896827,0.5265662079010132,0.8837930331154754,0.8963405470773964,0.8874328586037242,0.7297972295154054,0.6590622475731697,0.6836368795596723,0.7645848116621619,0.6590622475731697,0.7079127950505265
