val_loss,val_acc,val_f1_m,val_precision_m,val_recall_m,loss,acc,f1_m,precision_m,recall_m,lr
0.8072973701913478,0.5847277661501351,0.2946571712776766,0.23649350894709764,0.39242454403537813,0.6721215011192302,0.6114125873525172,0.38258082382554004,0.2995960721529788,0.5578476368154843,0.0010000000474974513
0.6416287694947195,0.689419966633037,0.30772521864559693,0.3048233263573404,0.31177001004501925,0.5743346449430209,0.7689999772684417,0.47068446467234426,0.4606662692023811,0.4866132507596336,0.0010000000474974513
0.5079961823204816,0.7982233550588963,0.3586010059057656,0.6071533293037091,0.2553158546403303,0.4786809344677713,0.8332239265622251,0.613524622527985,0.6023840326383245,0.6266678128324761,0.0010000000474974513
0.4465657987837064,0.8330077589568445,0.6207437868845664,0.6260045483960943,0.6177892518245568,0.4090114239437658,0.8688514456894513,0.6942776902748721,0.6859620933747876,0.7044273410400335,0.0010000000474974513
0.34586535015348663,0.8896948836617551,0.7398827742722075,0.7735999256877576,0.7102469175548877,0.35645889363782485,0.8903577507293691,0.7416261715373221,0.7398790734132237,0.7447618234608453,0.0010000000474974513
0.3197631325762151,0.898014443405604,0.765754017789485,0.7800529174885508,0.752945181676897,0.3197132744928346,0.9015489968940289,0.7663605822263843,0.7700922679015162,0.7640983085800024,0.0010000000474974513
0.3169194505376331,0.8936746857934079,0.7443571413977671,0.7967378052614503,0.6999491069276454,0.288837665900855,0.9115426841364369,0.7884540177372488,0.7974131182083327,0.780967391755459,0.0010000000474974513
0.3029040411367255,0.8993684902029523,0.7768820493908252,0.7625884070234784,0.7927588982097173,0.26260894317459255,0.9192295108081967,0.8060512455710529,0.8187194625589337,0.7948653793287499,0.0010000000474974513
0.3036399579654306,0.890642794512086,0.7392910739122811,0.7840592093386892,0.7007246391247894,0.2436805237640825,0.9238997719979238,0.8166163812509497,0.83236476745365,0.8024022751639202,0.0010000000474974513
0.2956471273959693,0.8926069837505535,0.7629185854378393,0.7479805451328472,0.7794917650141958,0.22481761903421088,0.9292586956818372,0.8292549060683576,0.8468428477595481,0.8132633888412961,0.0010000000474974513
0.29869357635409144,0.8942110225305719,0.7595550923024194,0.7654452798730236,0.7551256185871059,0.20289422161308598,0.9368768293650322,0.8480202901339642,0.8633609058924994,0.8340098982072461,0.0010000000474974513
0.2734956309451895,0.9000200730259136,0.7748199105262756,0.7734451708147081,0.7774948801024485,0.1888026347619932,0.9408438111190062,0.8575807687614482,0.8722045235706626,0.8442154636269147,0.0010000000474974513
0.2600545524540594,0.9066078299182957,0.7800839412010322,0.8147626640432972,0.7495903776863874,0.17136236818602485,0.9467708855649851,0.8721659518901924,0.8850547477513967,0.860252554873876,0.0010000000474974513
0.27799396418919,0.8982174649076947,0.7511882004091295,0.818745381751303,0.6951303643695379,0.15778094331357523,0.9508236060889256,0.8821340718250363,0.8931526761222692,0.8718127260242936,0.0010000000474974513
0.2825710672443196,0.8993449039378408,0.7646403262170695,0.7937264705108384,0.7389773393081407,0.14433394112409784,0.9551446894659613,0.8925814469998138,0.9024346247760365,0.8834142962986061,0.0010000000474974513
0.2772948706554154,0.9014180858256453,0.7646991832781647,0.810985169168246,0.7245788362066624,0.13219845895151786,0.9590981820994999,0.9024764445339043,0.9099800404761909,0.8956339153218286,0.0010000000474974513
0.27496764720496486,0.8978784579341694,0.7518582202620425,0.8147921400555109,0.6988851539159225,0.12363598000829237,0.9612654210244415,0.9076577054006656,0.91393043343089,0.9018587704992642,0.0010000000474974513
0.2947750692650423,0.898079047768803,0.7560546095088377,0.8048123687000598,0.7140240275253684,0.11493956530497576,0.9639719840542085,0.9141003773081121,0.9198452275797636,0.9087041844258501,0.0010000000474974513
0.27549298132880257,0.9048999356011213,0.7710840207035259,0.8258312607215623,0.7242342041710675,0.0944643560265498,0.9733469743719145,0.9367546176546523,0.9383699338643379,0.935296672618223,0.00010000000474974513
0.28316115449040624,0.9038014058339394,0.7662055290351479,0.8295584371534445,0.7129150376481524,0.08829084853008241,0.9761989215943856,0.9435426689728886,0.9445745254005908,0.942660777119508,0.00010000000474974513
0.28418401464567344,0.9046766404378213,0.7695985002032781,0.8276437652313103,0.7202524401373782,0.0845968712716998,0.9778641056128504,0.9475102943541913,0.9483884203568467,0.9467614066070805,0.00010000000474974513
0.2897226295228732,0.903961960542,0.7677218883724536,0.8263551693851665,0.7178751381777101,0.08146922624538336,0.9792112922858306,0.9507315246253593,0.9513157067428619,0.9502721623466279,0.00010000000474974513
0.28795841715093384,0.9050023474935758,0.7710542204016346,0.8266724004583844,0.7234520629300909,0.0791915020131084,0.9801379580646457,0.952968546113354,0.9533190420707014,0.9527470240865074,0.00010000000474974513
0.292912025825452,0.9042455099396787,0.769195692013886,0.8248538122338763,0.7215978149640359,0.07678539647060115,0.9812377451584683,0.9555723538996767,0.9551341870642689,0.9561152108552524,1.0000000656873453e-05
0.29378422135013643,0.9042100825552213,0.7688033823239602,0.8256289928646411,0.7203130782660792,0.07635609810527935,0.9814804482713154,0.956100200254077,0.9562809900408481,0.9560317396326578,1.0000000656873453e-05
0.2951214555966652,0.9041275806346182,0.7686675332360349,0.8251857909105592,0.7204074768696801,0.07593642417947108,0.9816560797447705,0.9565377413395943,0.9563511248527178,0.9568441257068632,1.0000000656873453e-05
0.2963764659934125,0.9038650231846308,0.7679987751831443,0.8246424723479707,0.7196485743684283,0.07590005820704836,0.9816661643206718,0.9564726509712513,0.956427871824972,0.9566458920492743,1.0000000656873453e-05
0.29746336982411853,0.9037556294667519,0.7684422630374714,0.822314804893429,0.7222034405853789,0.07563570076531738,0.9817561182108793,0.9567778256450493,0.9568056913899837,0.9568558116582505,1.0000000656873453e-05
0.2967053588669179,0.9039823887711864,0.7687491986711147,0.8235645031524916,0.7217861969592207,0.07526868114071171,0.9819284897018286,0.9571487644530323,0.9573034163967378,0.9571027937280316,1.0000001111620804e-06
0.2969207768723116,0.9038930575726396,0.7684474435903258,0.8235823602999671,0.7212479771193812,0.07518539945060398,0.982000259982883,0.9573406622990441,0.957425468990007,0.9573582481610198,1.0000001111620804e-06
